Age,Income,CreditScore,LoanAmount,LoanDuration,NumOfLatePayments,EmploymentYears,HasMortgage,HasDependents,Region,Class
33,60523.815965858,384,13373.293816268822,55,0,19,0,1,1,1
21,58451.62701877115,621,16280.39618633361,23,2,36,0,0,2,1
52,41797.60770341982,608,23448.94694004554,49,1,33,0,1,3,1
77,26029.167621066572,829,15685.706525847658,39,1,4,1,1,3,1
65,44238.151114857494,583,23351.648834401483,34,4,32,0,1,2,1
73,60966.8998251667,341,32771.242410514176,26,1,0,1,1,2,1
76,70059.99320171635,433,15339.971302628794,6,0,6,0,0,0,0
43,39311.32005699009,703,12679.570145456832,21,1,3,1,1,3,1
79,66615.44528986342,792,10983.705055438237,54,1,3,0,0,0,0
74,59337.06374283119,521,11722.567459140128,38,1,12,1,0,3,1
29,56198.51121177003,528,24434.85438792288,26,0,34,1,0,1,1
28,30596.717813851832,751,26068.576893607766,40,1,17,0,1,2,0
54,31248.567851401906,605,25013.623078224187,32,1,10,1,0,3,0
42,37538.21055349383,418,11606.131398098914,25,0,12,1,0,0,1
35,45104.187230600415,623,16932.408115024282,36,1,30,1,1,3,1
36,77011.19103854179,458,16956.983880034964,21,2,38,1,1,3,1
40,40066.47349399196,538,33731.54899503892,58,2,5,0,1,3,1
72,61568.771213768174,695,22367.938103962017,19,1,37,1,0,1,1
55,43028.551428269944,619,20883.417423741168,53,0,10,1,1,1,1
71,57090.60969304018,488,22223.83356225281,37,2,20,1,1,0,1
35,49055.28251318242,608,16564.458386895687,46,2,25,0,0,3,1
43,52655.346934906745,548,23224.26461287556,37,1,14,0,1,1,0
23,55544.221938500246,837,16172.419731555157,58,0,23,0,1,3,1
21,46258.140419448275,805,31421.706067161744,58,0,17,1,1,2,1
61,55616.960610457376,693,13029.01102256749,7,4,7,0,1,1,0
68,68508.73742880012,705,21511.553445842314,50,0,34,1,0,3,0
46,38688.26876964037,480,25363.350716637528,27,2,27,0,1,0,1
76,67787.98734398842,320,19360.063161734037,42,3,28,1,0,2,1
78,46021.95491539536,454,21016.02101864692,58,2,1,0,1,2,1
51,44435.115490930635,493,18390.582740773178,57,0,17,0,1,2,1
34,60493.3904204161,523,12695.160977315483,22,0,0,0,1,0,0
60,44882.612253376574,698,33872.06438229025,37,0,1,0,0,0,0
60,54787.53875847375,579,17131.378217904137,43,0,13,1,1,1,0
70,53386.21861416988,309,9554.787912967091,22,2,27,0,1,3,1
33,18747.69222076845,675,14215.460957630048,39,1,20,1,1,1,1
19,56263.77623155148,771,30629.974711079238,12,0,19,0,0,3,1
51,28383.474480012923,451,38217.03007007387,34,1,33,1,1,1,1
72,29526.776378513747,423,22973.65015514255,22,0,33,0,1,1,1
25,55496.95618343715,723,26317.87539082791,29,0,38,0,1,0,1
30,58048.84650974421,822,34771.712085151135,13,4,3,1,0,1,1
59,68075.7418525836,812,12312.444033555534,28,3,27,0,0,0,0
25,33659.48618653617,470,23138.719587444903,38,2,38,0,1,1,1
47,38880.814935863986,424,34613.299109122694,34,3,0,0,1,2,1
49,56965.48690766534,474,26713.93350257321,24,0,7,1,1,3,0
53,68364.16189033598,803,17821.611923662324,10,2,15,0,0,1,1
64,52882.62188094768,684,22893.719231203835,42,1,30,0,1,1,1
47,36830.01576143043,405,34901.225550090596,28,2,6,1,0,0,1
18,72596.25535371726,827,21211.13800638282,31,1,4,1,0,1,0
60,46064.50204653376,337,12610.29292495847,29,0,1,1,1,0,0
56,46531.99062104142,694,24892.3762306458,59,0,3,1,1,0,1
34,28462.28916187395,776,12772.454308311648,26,1,9,1,0,1,1
76,60861.315124198125,766,14125.651194837894,38,2,34,0,1,0,0
37,62789.08384070884,804,16278.069547704312,31,1,0,0,0,3,1
41,39412.53479914783,614,19851.121731636376,15,0,38,0,0,1,1
67,76268.10588583497,584,13235.705014854335,47,0,2,0,0,0,0
39,41193.07419166482,763,23285.180908723727,34,1,25,1,0,3,0
46,59378.81718194093,563,17221.41154860002,59,1,16,1,0,0,1
39,53354.73807938314,728,26550.09742924916,40,0,7,1,1,2,0
61,19616.65707559213,664,20327.27412407696,33,3,29,1,1,2,1
26,58158.5522531725,480,18767.766012396,17,1,7,0,0,0,1
54,56811.869692553824,543,19084.827584455208,49,1,28,1,0,0,0
27,23504.260040828296,612,31679.102487312597,12,0,17,1,1,0,1
53,72879.99910549313,375,27059.536340331848,21,0,23,0,0,0,0
54,56872.82644792167,561,8569.712587673988,25,0,8,1,0,1,0
45,68591.01700131952,530,16005.28321983481,34,0,19,1,1,3,1
45,24258.391808433116,679,20770.938405033376,40,0,12,0,0,1,0
59,43843.515555765014,608,2590.5348726398443,33,1,36,0,1,3,0
60,67709.0375900225,687,23430.320237056974,12,0,18,0,0,1,0
38,26475.629660536924,624,13211.793045800865,27,1,4,1,1,2,1
41,44283.34767719009,755,14121.60294420343,19,2,35,1,1,1,0
59,56097.523588408905,811,14384.835558379707,41,0,23,1,1,3,1
77,21581.295053618476,642,30071.580778335832,15,1,33,1,1,0,1
57,30179.153650038457,815,24873.561721404287,7,0,7,0,1,3,0
19,70731.2635249637,741,16395.267623216336,27,0,3,1,0,3,1
72,50896.91909435238,848,15501.457470282792,21,1,37,0,0,2,1
25,67650.50140489066,561,21317.96180013405,40,0,7,1,1,3,1
65,52731.43393842272,762,32765.038566099836,52,3,8,0,1,0,1
44,86838.44655492269,526,17944.514154577468,45,1,30,0,1,1,1
39,56580.984247930166,822,5096.2326350464755,53,1,30,0,1,3,1
54,69046.68410652349,488,21346.026640292628,16,1,39,1,0,2,1
44,46308.703452645386,508,22184.865850301503,48,0,6,1,0,3,1
74,53160.94412627508,312,22953.49192934235,48,5,24,0,0,3,1
46,59628.06166143537,461,19696.987558920737,38,2,12,1,0,0,1
20,62117.0968781796,792,21091.9742626875,39,1,4,1,0,0,0
61,49415.13595420962,734,12156.85598900576,57,2,17,0,1,0,1
30,50041.16584537922,304,28727.73075081753,38,2,6,0,0,1,1
62,57528.796370607495,501,15810.197237723753,24,2,37,1,0,3,1
27,57518.9468322531,715,17937.683044007106,25,0,14,1,0,1,0
53,34624.12403616441,311,23146.46086853894,15,2,32,1,1,0,1
26,53374.41727524105,696,21695.403413349857,24,0,30,1,0,3,1
71,54811.60890047615,640,32610.42443570072,58,0,8,1,1,1,1
73,35355.22764045268,672,30476.073728416726,48,0,18,0,1,0,1
72,63588.90249363042,677,16053.556580355988,17,0,5,1,1,0,1
44,56191.16934832936,524,35825.34838595113,15,0,35,0,1,3,1
51,84959.73970203714,481,27594.698095736545,12,3,31,1,1,1,1
68,49609.797313934236,596,21040.407584170167,45,2,27,0,1,0,1
18,67041.66626049072,606,14696.833910366342,16,0,37,1,0,0,1
49,58086.8835729633,730,19484.099215790917,55,2,9,1,1,0,1
42,78821.59289829929,417,4667.958991417585,21,1,34,1,1,0,1
46,35450.288638465914,651,24345.340852892492,38,0,23,0,1,0,0
24,42570.289927998136,345,9447.915795681138,43,1,33,0,0,0,1
66,35964.38822796123,526,23904.564778994358,22,1,8,0,1,3,1
20,48831.235921402105,655,16167.70465774101,59,0,26,0,1,2,1
37,33129.135376887476,593,21020.654365430306,50,0,33,0,1,2,0
37,27108.741391171807,539,15072.21777896341,30,0,14,0,1,0,1
70,17998.647451718418,647,14226.021300695134,47,1,26,1,0,0,0
47,17037.955865049233,440,25873.4168574652,36,0,26,1,1,3,1
52,59845.87535843221,503,14997.146480707583,47,1,31,0,0,3,1
52,43168.42625490895,568,12784.74827055711,6,2,26,0,1,0,1
66,31493.719086571044,612,11599.651859477934,44,1,25,1,1,1,1
56,40113.80552431596,717,26839.326419913523,25,0,16,0,1,1,1
44,42081.455794412825,436,11045.287179031855,14,0,15,0,1,2,1
43,35530.996847641734,650,20043.360680148646,48,0,34,1,1,3,1
31,74083.25741355908,460,37700.23342338873,57,1,25,1,1,2,0
34,71252.4335422141,472,14493.26329312203,7,0,37,0,0,2,0
35,73827.34772917909,429,13749.954249140417,6,1,29,0,1,1,1
62,52687.94581532168,378,28692.63666442365,49,2,36,0,1,2,1
69,54206.96730408755,356,10504.36971438376,44,3,13,0,1,0,1
46,40210.7891392255,699,28680.370047265304,56,2,17,0,0,2,1
37,37293.93340656916,662,16952.18062510173,10,2,27,1,1,2,1
70,50325.88372631307,634,27223.118524158846,17,0,39,0,1,0,1
44,59785.34037720028,433,23507.900933054436,19,1,15,0,0,0,1
35,67936.52227789097,313,24597.774502539094,44,2,1,0,0,2,1
21,41810.16285399484,582,16457.9277349619,37,1,19,1,0,1,1
18,31208.992268444308,720,16864.444519488898,45,1,29,1,0,2,0
67,61009.774798494094,426,15829.578196823672,51,3,8,0,1,1,0
18,22727.84672706184,517,30631.883284601812,49,1,0,0,0,1,1
75,49411.84146517091,788,20046.762034666255,14,0,26,0,1,0,1
43,51339.56938720065,559,35590.090399386085,47,1,8,0,0,1,1
62,44318.182981491234,517,21852.525842491334,47,3,19,0,1,3,1
37,26821.323372356565,788,18522.249793793642,38,1,26,1,0,2,1
69,44515.83486468174,742,18270.139455836943,30,0,38,1,1,1,0
40,74638.13676502428,398,14422.735309058062,59,1,34,0,0,1,1
27,58875.824020496235,481,21794.302527958058,43,1,32,0,0,2,1
76,67425.7190304428,468,19292.420396130405,19,1,12,0,0,0,1
28,31741.97259226614,532,15085.882177726937,14,3,13,0,1,3,0
58,53835.61898415978,392,19526.884343328402,32,0,0,1,1,1,1
58,51325.10527549345,771,15996.433184378406,49,0,6,1,1,3,0
22,51615.58176954686,815,22295.750752578588,24,2,32,1,1,2,1
75,58337.6889911822,384,25720.749297472572,30,1,38,0,0,1,1
18,52209.83751434871,818,14980.35037380112,57,0,33,1,0,1,0
34,32158.113897508643,680,16344.260995644658,37,0,27,1,1,1,0
39,59198.81073478096,706,12767.948350099305,27,0,6,1,1,3,1
51,62613.26419595773,531,29071.212551463264,34,2,23,0,0,3,0
73,69792.18455939658,550,5800.9281182419745,33,2,14,1,1,1,1
62,70454.79265876398,384,14732.415819280533,49,0,23,1,1,2,0
58,57146.49600286086,618,25673.521311189947,18,1,26,1,0,1,1
46,32857.44337854145,492,14950.300337028351,33,1,38,1,1,2,1
21,27059.242486781055,599,14657.598888840035,8,3,2,0,1,0,0
22,46593.5959033994,657,25378.886467317643,35,2,9,1,0,0,1
28,63792.064617905184,752,1859.2901347745865,16,2,11,0,1,0,1
73,62825.526022963546,805,20233.032665671315,7,1,28,1,0,2,0
68,54109.98893394769,364,15598.755659648405,55,3,7,1,1,3,0
38,49451.61141813173,521,15761.279125575595,55,4,9,0,1,2,1
52,78556.0283629952,765,28538.786503637275,14,1,16,0,0,2,0
29,58610.47813821702,371,19835.873334930464,38,1,8,0,0,0,1
43,48690.90384660757,773,10767.197398934379,31,1,14,1,1,1,0
68,40318.38464500457,318,8164.505122444394,21,0,3,1,1,2,0
36,34870.92023436149,821,19515.56306269156,30,2,20,1,1,0,0
62,33394.03978114783,714,8982.08713517765,6,4,6,1,0,2,0
77,34872.59865773942,663,29649.577806429617,26,0,7,1,1,3,1
24,54214.281698881445,827,11169.20978120221,25,0,19,0,0,2,1
64,49728.955092036864,379,19901.710713314205,10,1,6,1,0,0,1
72,45111.278565643115,489,4438.295528723276,22,2,5,1,0,2,0
24,61047.169026529344,447,4837.406170327393,45,2,8,1,1,2,1
43,77137.62401258739,742,18323.052047786652,43,0,13,1,0,2,1
57,37649.79595568,564,45591.84167742425,6,0,35,1,0,0,1
22,39885.709351721205,808,15503.935178110703,18,0,28,0,0,0,1
38,16744.214124298094,600,25524.663949065533,23,2,2,1,1,2,1
31,49605.03746795446,765,16052.804300707476,9,3,30,1,1,0,1
21,48085.691473598694,664,28134.750492729243,52,2,23,1,1,2,1
40,63391.853678215906,698,19266.467897410956,19,0,23,0,1,2,0
59,48697.809140590245,792,10028.359128631655,53,3,35,0,0,2,1
37,41178.360533067476,841,18005.022286459895,10,1,34,1,1,2,1
32,52890.28613457631,779,5749.000619932769,38,1,24,1,1,1,1
67,58356.0253871248,467,12890.319366765794,31,0,38,1,1,1,1
69,25734.064113127468,390,23051.839014997488,9,2,20,0,1,3,1
62,65103.36486098071,599,14762.797023029389,35,1,14,0,1,2,1
46,69594.54180072679,473,16517.568125303333,22,0,33,1,0,2,1
25,58211.82711469889,672,27509.263791466536,33,3,8,1,1,0,1
58,35981.67409577119,323,15987.710780020083,11,1,2,0,0,2,1
65,45109.60192277144,500,24098.159848584448,32,1,9,1,0,0,1
36,67743.11743583347,306,15233.458271034458,41,2,14,1,1,3,0
65,35326.687195184015,305,27332.642228898403,12,0,15,1,1,1,0
56,59429.65561647787,460,30476.41949533321,6,1,12,0,0,1,1
63,49238.41986090261,547,4256.347835891684,15,0,0,1,0,0,0
45,52402.898742604586,465,12120.180703320904,18,0,32,1,0,2,1
63,37463.42784012784,727,18116.18594234256,46,0,7,1,0,0,0
74,54959.96427653213,444,14522.758195037497,37,2,15,1,1,3,0
44,53886.13605671503,810,26861.777162895407,19,1,34,1,1,1,1
21,27359.621141500775,842,21754.89604861462,38,1,13,1,1,2,0
75,49933.341581744455,808,12434.17545156381,35,2,26,1,1,2,1
32,59208.457356199644,519,31340.382261178413,14,0,0,0,0,2,0
52,44220.75124555409,375,31191.144863983158,11,2,38,1,1,1,1
54,13284.041733433798,618,9354.762068293832,15,1,29,1,1,2,1
18,48277.74912653094,337,15155.041258928957,16,0,34,1,1,3,0
20,71997.01899717981,813,26675.110137811396,44,0,9,0,0,3,1
64,44832.95765808707,545,27430.576095601216,25,2,30,1,1,1,1
41,71429.76624285814,439,31230.074572365163,30,1,11,1,0,1,0
44,37814.63665533446,557,39775.93628460349,59,3,39,0,1,1,1
57,32585.44031409526,680,23344.201084727905,17,0,34,0,0,0,0
78,49923.46043266116,777,30213.25658202977,27,1,33,0,0,1,1
53,37661.324483968965,484,41367.68260621089,17,0,38,1,1,1,0
51,54947.86606790835,602,19883.3171581232,19,2,31,1,0,0,1
46,44411.43718601944,793,13727.12875352799,47,3,11,0,1,2,1
41,72108.75567883714,463,22039.22693658854,53,0,27,1,0,0,0
41,43374.98793174056,502,32745.83650400393,59,1,18,1,0,3,0
59,51346.0544022788,707,34505.447615302124,41,2,23,0,1,3,1
21,58945.03592665504,509,21172.525284205156,19,2,19,1,0,2,0
20,64344.74059187072,400,18679.07063701054,7,1,21,1,0,0,1
51,72194.64043913233,745,9805.361059848003,7,0,10,1,0,2,1
74,46477.05098538503,667,20638.641559923013,48,4,27,1,0,3,1
66,44010.37851292874,538,10571.793057437302,48,0,39,1,0,0,0
40,21291.249512054987,590,12223.78443867823,11,0,19,0,1,0,1
70,80625.6723712222,671,21889.78573531851,30,2,4,1,0,3,1
73,55414.46145849978,730,9780.32449459025,8,2,39,0,1,1,0
69,61277.12098658314,579,22842.773727879387,28,1,6,0,0,2,0
40,58335.93312368931,766,27591.646628652765,14,1,21,0,1,3,0
62,50743.02324313999,615,11575.870066622036,36,2,36,1,0,3,0
22,55255.28870755043,376,15287.859663623167,33,2,28,1,0,0,0
48,41605.06326223622,450,8427.835923733064,30,1,11,0,0,0,1
79,45468.5202389076,695,24749.1260636566,40,0,28,1,0,2,1
70,35746.91299455676,795,8098.554217566711,6,0,35,0,0,3,0
79,73358.65945585337,596,25596.626480644652,7,2,34,0,1,3,1
58,58422.2151484453,706,22318.46372781558,20,0,21,1,1,0,0
74,79642.5887038148,586,37270.73029305122,48,2,17,1,1,3,1
78,84445.74868918129,792,33376.35817073686,45,0,21,1,0,0,1
74,28937.65640574127,835,10502.865689062666,21,0,18,1,0,1,0
77,64778.42559309556,755,34600.64504766096,28,2,33,0,1,1,1
71,29630.544844543478,791,15722.366843079548,54,0,8,1,1,2,1
23,52661.262326966746,308,13545.273580790375,40,0,9,1,0,2,0
54,54720.94204789293,431,15937.098742403992,13,0,18,1,1,3,1
74,30692.50776338665,376,17695.338399466753,12,0,37,0,0,3,1
27,38937.22496688332,430,37273.15140862747,26,0,8,0,1,3,1
57,55405.27213664516,711,-2521.4626561002406,40,1,27,0,1,3,1
24,52644.51048560945,389,34817.972802565506,44,0,29,1,0,1,1
56,34724.42655298223,797,26635.98862946683,42,1,24,0,1,0,1
55,39529.53356090445,653,21342.4641734813,38,0,17,0,1,0,0
38,27628.395672741364,570,15209.41643937566,42,0,25,1,0,3,0
78,31956.146812652954,691,19259.24730351391,40,0,18,1,1,1,0
37,44428.69382729787,731,26810.420202837475,23,1,26,0,0,3,0
20,64811.79669046523,771,27695.877008169562,24,0,35,1,0,0,0
68,66713.4961178345,607,13348.736847663664,15,0,3,0,0,2,0
39,77501.55043070094,807,26187.914288297008,9,1,25,0,1,1,1
64,56363.96277734068,354,15295.04229494555,35,2,2,1,1,0,1
21,52824.246015750396,336,18591.20624785941,50,2,35,1,0,0,1
45,57427.19511494958,354,30500.18905900448,38,1,6,0,1,2,1
29,57283.34025844873,823,26348.961325618344,9,0,9,0,1,2,0
55,25752.29599206951,762,7050.058315897506,14,0,3,0,1,2,0
68,78333.1008133116,777,21079.542686018227,22,0,6,0,1,2,1
53,21035.915270570964,510,23354.963313555185,48,1,21,0,1,1,1
64,67231.4359456782,525,21189.9871856018,44,1,29,1,1,3,0
58,50845.80467497551,306,-135.92325536796488,29,0,21,1,0,1,0
22,33657.5421176782,839,9162.948222509624,44,0,28,0,1,1,0
30,57970.61645107863,511,5812.396875584727,18,0,10,0,0,0,1
40,48227.92092647441,488,14926.929803278448,31,2,15,1,1,0,1
75,39761.93005788765,374,21103.034215993142,24,1,5,0,1,0,1
67,29277.835043284664,413,15822.774840204085,22,1,36,1,1,0,1
47,28017.39306464105,450,15032.163306666655,55,4,12,1,0,0,0
79,40836.330508262,735,6071.441479297318,35,2,32,1,0,1,1
54,44195.1782343668,383,10009.553572062812,31,2,7,1,0,2,1
42,31841.862007417974,511,12355.760390018924,18,0,10,0,1,3,0
65,50577.202214704426,760,27053.319673727303,54,1,32,1,0,1,0
44,33977.95696903219,476,23449.026579619822,23,1,32,0,0,3,1
68,55403.310802638516,611,26271.60769164207,26,2,39,0,1,3,1
31,68470.68981907485,458,23695.526242923526,57,1,26,1,0,2,1
74,54340.61474294113,485,26578.437919585813,39,0,38,1,0,3,1
79,48592.47813529348,770,9072.356238379682,56,2,17,0,1,2,1
65,41976.54443268357,608,30689.585403237794,52,0,31,0,1,1,0
76,71691.47927862829,545,28384.361963504394,14,3,23,0,1,2,1
64,47097.264237114,683,17009.033413007244,35,2,21,1,1,2,1
71,87353.35665169588,341,27759.845031401037,34,1,2,0,0,0,1
53,32254.4623263181,584,29726.6032971265,34,1,2,0,0,0,1
56,54348.60923993136,599,19576.114478351014,51,2,13,1,1,2,1
33,71190.85414953134,735,24297.7247843395,24,0,31,0,1,2,1
73,39647.9550212359,668,15846.837503264302,13,3,8,1,0,3,1
39,46458.134750367666,785,30559.51388661794,49,0,15,0,0,3,0
38,59392.197617396516,735,16383.10577189228,22,2,24,0,1,2,0
71,55818.35369596678,727,22510.66030183703,17,0,4,0,1,3,1
38,58395.48596331464,480,19655.745370101853,20,2,12,0,1,1,1
25,67403.87711912396,639,15339.782031853352,10,0,30,0,0,3,0
66,44798.68828771263,790,6362.326352360462,39,1,20,0,1,3,0
33,71555.38847202109,794,27089.360919625677,57,1,39,0,1,2,1
76,24199.775759009754,462,19716.403625811774,55,0,8,0,0,3,1
72,66161.56318378507,755,34653.823961486356,8,0,20,1,0,2,1
48,67208.08531364465,391,29733.763581603023,10,2,8,0,0,0,1
59,38382.94435918938,404,29619.36253969973,39,2,9,1,0,3,1
27,28240.45736034627,738,25867.205958985483,14,1,11,1,0,2,1
49,46517.48893160385,797,26033.916680090475,29,1,10,0,0,2,1
76,56057.04696243895,627,21251.446942435774,10,1,19,0,1,3,0
51,44973.51482464367,840,26596.125479634986,32,0,38,1,1,0,1
79,57529.13281935788,808,16416.688035126732,54,0,32,1,1,2,0
26,79066.15644904654,550,464.444055303662,58,3,6,0,1,2,1
34,29529.320909490376,490,25661.80656729602,25,0,0,0,0,3,0
28,20688.423452213257,346,25841.11687158663,52,0,13,1,0,1,0
49,48960.535197256664,550,9427.288484553716,50,2,20,1,0,2,1
27,39797.471355386784,363,24109.780127920345,46,0,7,1,0,3,1
39,42795.27622391516,619,23985.924525106086,7,3,16,1,0,3,1
74,69003.69724236333,823,28632.398688879868,28,1,14,1,0,0,1
34,48190.75512758791,591,19154.486666636425,39,0,1,0,0,2,0
21,49565.06868807953,328,7823.819271812761,34,0,12,1,1,2,1
65,43448.03683635839,736,16128.1442588822,48,1,28,1,1,2,1
69,49417.98247061322,346,16099.276077482877,40,2,27,1,0,3,0
64,54027.5219371304,716,19061.870739193684,35,2,7,1,1,2,0
42,91768.82298772366,750,20976.935073893037,8,0,34,1,0,0,1
76,54194.862254181506,373,18101.53561565956,15,0,23,1,0,0,0
38,67440.42753034273,352,23168.52376885893,39,0,6,1,1,2,1
54,52795.99377716977,532,11214.623828676029,6,1,27,0,1,2,1
55,19583.160045300578,499,22878.72663680404,11,0,21,1,0,3,1
66,41493.922494271705,848,13928.440373563002,11,2,25,1,0,0,1
18,54183.660770133196,396,18388.503367357698,48,1,16,1,1,1,1
42,60851.2181567508,348,5369.1261148631675,21,1,37,0,1,2,1
68,53153.42887367788,821,27549.62464978273,6,2,5,0,0,2,1
53,63805.270996579115,339,17551.027518533563,10,1,10,0,0,3,1
34,28100.228027312074,452,22710.40391879034,30,0,37,1,0,0,1
58,50731.887134257784,405,13430.637237565614,32,2,1,0,1,2,1
41,69919.44552028194,510,15521.737681164268,47,0,31,0,0,3,1
19,35426.600040860874,501,12271.571673017215,58,1,25,1,1,2,0
57,66808.87148424951,732,21270.43452630409,43,0,30,1,1,3,1
32,66033.61188927566,446,24602.071239385878,48,0,31,1,1,3,1
49,31444.630212170854,798,11990.57849289885,31,0,34,0,1,3,0
56,55068.178416646806,581,21119.36598243898,21,2,1,0,0,2,1
76,52382.20987502637,609,18040.88374915329,57,2,2,0,1,2,1
23,47354.55960406321,350,21552.969794354827,50,1,32,1,0,0,0
18,27096.66166664426,794,12812.410156830974,49,2,6,1,0,2,0
64,46054.103957980005,708,23720.165604582908,55,0,20,1,0,1,0
40,47655.5619898795,572,17769.22941559457,31,1,24,1,1,0,1
75,24525.480713301735,757,18892.63185953911,50,1,15,1,1,3,1
56,30422.72544447537,419,38724.2307886091,42,0,22,0,0,0,1
78,36095.069098249885,345,5904.350255057285,33,0,16,1,0,1,1
79,34275.77652127292,542,24321.999842878024,33,1,32,0,0,1,0
74,54894.05556584153,610,23481.961071391564,35,0,17,0,0,3,1
34,63672.65790297364,630,25044.324746693615,18,2,38,1,1,2,0
51,45341.85279795664,310,24685.620340431633,30,0,22,1,1,1,0
76,61494.34351263398,723,21546.161105977626,50,2,8,0,1,2,0
58,64287.32690726943,347,23267.08162029299,56,1,2,0,0,3,1
46,48720.605854330126,676,41486.25280728525,24,1,34,0,1,2,1
26,56120.65614794268,307,18621.455368790346,18,1,23,1,0,2,1
30,46649.82262743758,825,18538.531782621958,16,0,5,0,0,0,0
23,33157.553687072184,669,11463.912139446851,53,4,18,1,1,2,1
23,38798.60822682796,739,13400.347217550512,28,4,13,1,1,2,1
37,54892.222409868424,783,21788.733541849742,19,1,2,1,0,0,1
69,48180.05690572448,572,22951.843033972546,15,2,5,0,0,2,1
70,61057.59519664757,430,19098.44524473192,39,0,16,0,0,0,1
20,21695.19389326091,820,25219.551150555286,45,0,35,0,1,0,1
34,25301.426514529023,413,16793.182638841652,28,0,21,0,0,2,1
66,27076.627199653216,831,39882.08143205152,45,1,3,0,1,2,1
29,52499.797716558125,798,21221.483238432033,59,0,9,0,0,2,1
65,29328.45352491437,638,25391.08757007317,26,0,31,1,0,0,0
64,54801.93747465403,320,21292.249766132158,25,0,3,0,1,1,1
62,61295.14881596218,332,15181.846239443752,37,1,12,0,1,0,1
72,72743.74660129077,432,15942.69748604855,19,1,18,1,0,1,1
18,71088.61327460414,325,10826.02507763376,29,0,37,0,0,3,1
34,39568.70518499257,663,6220.952800298297,51,3,25,0,1,1,1
20,24955.430104726765,391,27598.42720610704,23,0,29,0,0,3,1
43,40520.87002534871,844,15126.044357875879,52,2,30,0,0,2,1
32,64652.53620404259,537,19486.100363108508,59,0,37,1,1,0,0
53,44154.64896740414,317,32262.062224151843,35,0,11,0,1,0,1
49,49635.191149419064,573,29351.46847250389,33,0,18,1,0,3,0
49,41642.5888339823,588,21199.506396951925,53,3,22,1,0,0,1
21,73718.04147379527,326,18314.608328558403,19,1,9,1,0,0,1
35,34783.088527711865,733,18772.76567449414,47,1,14,0,1,3,0
66,51001.4830959697,407,37619.99753901899,59,2,16,1,1,1,1
36,66623.57841649868,623,21379.126123558493,26,2,12,0,0,2,1
60,77623.2421459305,830,43935.25506182749,39,4,23,0,1,1,0
69,39577.96847692037,403,9594.989926840295,10,0,15,0,1,1,1
52,64412.08799207563,631,20375.607442736582,36,0,38,0,0,3,1
57,40516.02509715359,661,29326.14097046473,8,2,37,1,1,3,1
31,70657.39802868076,588,28640.792468657397,28,1,29,0,0,3,0
75,75942.00577593912,743,25052.75727924976,44,0,14,1,1,3,0
50,36656.07652193426,336,15117.49777438079,49,1,3,0,0,1,0
31,59801.95263327547,647,9495.750532624385,35,0,9,0,0,3,0
51,66699.29791657683,342,18569.508576685635,47,1,39,1,1,0,0
78,45585.9891856536,425,28346.049075532326,48,1,31,1,0,1,1
72,58215.71660289736,308,33600.18159640541,35,1,20,1,0,3,1
21,59000.2589096503,825,20886.76982327088,54,0,28,0,1,0,1
41,80144.75203684662,430,19215.054148474042,41,2,29,1,1,0,1
76,20434.974212001336,624,21670.210330434365,43,1,6,0,1,3,1
46,49161.297469177094,483,21761.060032982165,12,0,28,0,1,3,1
36,31246.19897119484,581,29493.017710136468,10,1,9,0,0,0,1
23,50206.971166001495,352,17053.097336532555,11,1,21,0,1,0,0
74,38257.12996126863,832,19053.759175692296,54,0,16,1,0,1,1
50,46176.24170950114,676,23696.067616105905,19,1,17,1,1,1,1
66,36887.78991971712,594,14942.146354527798,16,1,4,0,0,0,0
57,52330.511797035164,507,12645.001760445542,42,1,38,1,1,3,0
36,66108.41255275244,776,31228.61846927485,7,1,16,1,0,3,0
70,44408.97818851671,368,19808.15796316379,36,0,33,1,1,2,1
18,71459.33308592817,736,27125.23515268212,51,0,3,1,0,0,1
22,65659.35212013678,600,25522.222368278446,32,1,7,0,0,3,1
44,80511.03528435249,326,8997.136078442792,21,0,25,0,1,1,1
33,56170.35518086143,405,14780.015718458157,7,1,24,1,0,0,1
23,49075.33937553082,310,20510.354688324976,54,6,35,0,0,1,1
57,26221.44205184671,515,18075.323500376286,31,0,38,1,1,3,1
30,38274.693176104294,620,21958.35874599903,21,3,10,0,0,1,1
65,46881.45515751139,759,21484.784388012828,14,1,2,0,1,3,0
79,48657.39453257693,825,26284.867051004207,57,0,39,0,0,2,0
52,85230.83603369753,459,19650.78167119286,57,1,27,1,1,1,0
36,46895.348276653436,763,20555.58850390365,14,4,38,1,0,3,1
29,23474.700660940907,821,8500.833120187908,10,3,24,0,0,0,0
33,59968.5553516682,572,15190.993867434125,41,0,21,0,0,1,0
76,59097.47360403986,540,15587.096474307462,12,1,12,0,1,3,1
60,43116.05443340182,466,16447.662433179168,37,1,3,1,0,0,1
27,81915.05686628926,626,17031.565354665785,34,0,27,0,1,2,1
42,21550.68417885612,828,24799.760347736843,42,0,18,0,0,2,1
37,68741.85649381796,572,34176.58729618318,8,2,2,0,0,3,1
48,45633.54943882957,675,9201.439952752042,35,1,26,1,0,1,1
21,35743.73332581064,674,18397.95300695803,45,1,10,1,0,2,0
61,86005.97416906129,633,13071.601868120748,36,3,5,1,1,1,1
40,61050.450954369226,302,9292.82921815624,53,1,30,0,0,2,1
